"","page","searchengine","pageviews","segment.id","segment.name"
"4752","What Parents Should Know about Zika | Zika virus | CDC","Google - United Kingdom",177,"",""
"4753","What Parents Should Know about Zika | Zika virus | CDC","Google Search App",33,"",""
"4754","What Parents Should Know about Zika | Zika virus | CDC","Microsoft Bing",25,"",""
"4755","What Parents Should Know about Zika | Zika virus | CDC","Google - Australia",25,"",""
"4756","What Parents Should Know about Zika | Zika virus | CDC","Yahoo!",16,"",""
"4757","What Parents Should Know about Zika | Zika virus | CDC","Google - Puerto Rico",11,"",""
"4758","What Parents Should Know about Zika | Zika virus | CDC","Google - Mexico",11,"",""
"4759","What Parents Should Know about Zika | Zika virus | CDC","Google - Denmark",11,"",""
"4760","What Parents Should Know about Zika | Zika virus | CDC","Google - Ireland",9,"",""
"4761","What Parents Should Know about Zika | Zika virus | CDC","Google - Brasil",8,"",""
"4762","What Parents Should Know about Zika | Zika virus | CDC","Google - Jamaica",7,"",""
"4763","What Parents Should Know about Zika | Zika virus | CDC","Google - Philippines",7,"",""
"4764","What Parents Should Know about Zika | Zika virus | CDC","Google - South Africa",7,"",""
"4765","What Parents Should Know about Zika | Zika virus | CDC","Google - France",7,"",""
"4766","What Parents Should Know about Zika | Zika virus | CDC","Google - Norway",6,"",""
"4767","What Parents Should Know about Zika | Zika virus | CDC","Google - Germany",6,"",""
"4768","What Parents Should Know about Zika | Zika virus | CDC","Google - Singapore",5,"",""
"4769","What Parents Should Know about Zika | Zika virus | CDC","Google - Finland",5,"",""
"4770","What Parents Should Know about Zika | Zika virus | CDC","Google - New Zealand",5,"",""
"4771","What Parents Should Know about Zika | Zika virus | CDC","Google - Belgium",5,"",""
"4772","What Parents Should Know about Zika | Zika virus | CDC","Google - Switzerland",5,"",""
"4773","What Parents Should Know about Zika | Zika virus | CDC","Google - Trinidad and Tobago",4,"",""
"4774","What Parents Should Know about Zika | Zika virus | CDC","Google - Poland",4,"",""
"4775","What Parents Should Know about Zika | Zika virus | CDC","Google - Sweden",4,"",""
"4776","What Parents Should Know about Zika | Zika virus | CDC","MyWay.com",4,"",""
"4777","What Parents Should Know about Zika | Zika virus | CDC","Google - Serbia",3,"",""
"4778","What Parents Should Know about Zika | Zika virus | CDC","Google - Nigeria",3,"",""
"4779","What Parents Should Know about Zika | Zika virus | CDC","Google - Hong Kong",3,"",""
"4780","What Parents Should Know about Zika | Zika virus | CDC","Google - Taiwan",3,"",""
"4781","What Parents Should Know about Zika | Zika virus | CDC","Google - Romania",3,"",""
"4782","What Parents Should Know about Zika | Zika virus | CDC","Google - India",3,"",""
"4783","What Parents Should Know about Zika | Zika virus | CDC","Google - Netherlands",3,"",""
"4784","What Parents Should Know about Zika | Zika virus | CDC","Google - Pakistan",2,"",""
"4785","What Parents Should Know about Zika | Zika virus | CDC","Google - Peru",2,"",""
"4786","What Parents Should Know about Zika | Zika virus | CDC","Google - The Bahamas",2,"",""
"4787","What Parents Should Know about Zika | Zika virus | CDC","Google - American Samoa",2,"",""
"4788","What Parents Should Know about Zika | Zika virus | CDC","Google - Nicaragua",2,"",""
"4789","What Parents Should Know about Zika | Zika virus | CDC","Google - United Arab Emirates",2,"",""
"4790","What Parents Should Know about Zika | Zika virus | CDC","Google - Japan",2,"",""
"4791","What Parents Should Know about Zika | Zika virus | CDC","Google - Italy",2,"",""
"4792","What Parents Should Know about Zika | Zika virus | CDC","DuckDuckGo",1,"",""
"4793","What Parents Should Know about Zika | Zika virus | CDC","Google - Estonia",1,"",""
"4794","What Parents Should Know about Zika | Zika virus | CDC","Google - Saudi Arabia",1,"",""
"4795","What Parents Should Know about Zika | Zika virus | CDC","Google - Dominican Republic",1,"",""
"4796","What Parents Should Know about Zika | Zika virus | CDC","Google - Sri Lanka",1,"",""
"4797","What Parents Should Know about Zika | Zika virus | CDC","Google - Slovenia",1,"",""
"4798","What Parents Should Know about Zika | Zika virus | CDC","Google - Belize",1,"",""
"4799","What Parents Should Know about Zika | Zika virus | CDC","Google - Viet Nam",1,"",""
"4800","What Parents Should Know about Zika | Zika virus | CDC","Google - Maldives",1,"",""
"4801","What Parents Should Know about Zika | Zika virus | CDC","Google - Malaysia",1,"",""
"4802","What Parents Should Know about Zika | Zika virus | CDC","Google - Turkey",1,"",""
"4803","What Parents Should Know about Zika | Zika virus | CDC","Google - Colombia",1,"",""
"4804","What Parents Should Know about Zika | Zika virus | CDC","Google - Czech Republic",1,"",""
"4805","What Parents Should Know about Zika | Zika virus | CDC","Google - Malta",1,"",""
"4806","What Parents Should Know about Zika | Zika virus | CDC","Google - Ecuador",1,"",""
"4807","What Parents Should Know about Zika | Zika virus | CDC","Google - British Virgin Islands",1,"",""
"4808","What Parents Should Know about Zika | Zika virus | CDC","Google - Korea",1,"",""
"4809","What Parents Should Know about Zika | Zika virus | CDC","Google - Anguilla",1,"",""
"4810","What Parents Should Know about Zika | Zika virus | CDC","Yahoo! - Canada",1,"",""
"4811","What Parents Should Know about Zika | Zika virus | CDC","Google - Portugal",1,"",""
"4812","What Parents Should Know about Zika | Zika virus | CDC","Google - Slovakia",1,"",""
"4813","What Parents Should Know about Zika | Zika virus | CDC","Yahoo! - Japan",1,"",""
"4814","What Parents Should Know about Zika | Zika virus | CDC","AOL.com Search",1,"",""
"4815","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","::unspecified::",2099,"",""
"4816","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google",1366,"",""
"4817","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Microsoft Bing",110,"",""
"4818","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - United Kingdom",69,"",""
"4819","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Canada",63,"",""
"4820","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Yahoo!",40,"",""
"4821","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Philippines",30,"",""
"4822","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - India",30,"",""
"4823","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Thailand",26,"",""
"4824","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Mexico",19,"",""
"4825","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Italy",16,"",""
"4826","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Puerto Rico",15,"",""
"4827","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Korea",15,"",""
"4828","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Brasil",15,"",""
"4829","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google Search App",14,"",""
"4830","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - France",14,"",""
"4831","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Netherlands",12,"",""
"4832","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Spain",9,"",""
"4833","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Saudi Arabia",8,"",""
"4834","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Singapore",8,"",""
"4835","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Greece",8,"",""
"4836","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Taiwan",8,"",""
"4837","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Japan",8,"",""
"4838","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Germany",8,"",""
"4839","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Australia",7,"",""
"4840","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - American Samoa",6,"",""
"4841","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Ireland",6,"",""
"4842","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Guatemala",4,"",""
"4843","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Jamaica",4,"",""
"4844","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Norway",4,"",""
"4845","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Belgium",4,"",""
"4846","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","AOL.com Search",4,"",""
"4847","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Argentina",3,"",""
"4848","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Nigeria",3,"",""
"4849","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Peru",3,"",""
"4850","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Trinidad and Tobago",3,"",""
"4851","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - United Arab Emirates",3,"",""
"4852","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Poland",3,"",""
"4853","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Portugal",3,"",""
"4854","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Sweden",3,"",""
"4855","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Chile",3,"",""
"4856","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Switzerland",3,"",""
"4857","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Cambodia",2,"",""
"4858","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Viet Nam",2,"",""
"4859","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Turkey",2,"",""
"4860","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Indonesia",2,"",""
"4861","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Hong Kong",2,"",""
"4862","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - South Africa",2,"",""
"4863","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Uruguay",2,"",""
"4864","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Denmark",2,"",""
"4865","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","MyWay.com",2,"",""
"4866","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - New Zealand",2,"",""
"4867","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Lebanon",1,"",""
"4868","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","DuckDuckGo",1,"",""
"4869","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Cyprus",1,"",""
"4870","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Crna Gora",1,"",""
"4871","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Sogou",1,"",""
"4872","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Egypt",1,"",""
"4873","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Estonia",1,"",""
"4874","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Bangladesh",1,"",""
"4875","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Sri Lanka",1,"",""
"4876","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Nepal",1,"",""
"4877","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Honduras",1,"",""
"4878","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Czech Republic",1,"",""
"4879","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Ukraine",1,"",""
"4880","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Anguilla",1,"",""
"4881","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Yahoo! - Malaysia",1,"",""
"4882","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Baidu",1,"",""
"4883","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Latvia",1,"",""
"4884","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Google - Slovakia",1,"",""
"4885","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Yahoo! - UK and Ireland",1,"",""
"4886","Guidance for U.S. Laboratories Testing for Zika Virus Infection | Zika virus | CDC","Ask Jeeves",1,"",""
"4887","Clinical Evaluation & Disease | Zika virus | CDC","::unspecified::",1814,"",""
"4888","Clinical Evaluation & Disease | Zika virus | CDC","Google",1266,"",""
"4889","Clinical Evaluation & Disease | Zika virus | CDC","Microsoft Bing",106,"",""
"4890","Clinical Evaluation & Disease | Zika virus | CDC","Google - Canada",100,"",""
"4891","Clinical Evaluation & Disease | Zika virus | CDC","Google - United Kingdom",56,"",""
"4892","Clinical Evaluation & Disease | Zika virus | CDC","Yahoo!",33,"",""
"4893","Clinical Evaluation & Disease | Zika virus | CDC","Google - Philippines",32,"",""
"4894","Clinical Evaluation & Disease | Zika virus | CDC","Google - India",25,"",""
"4895","Clinical Evaluation & Disease | Zika virus | CDC","Google - Thailand",17,"",""
"4896","Clinical Evaluation & Disease | Zika virus | CDC","Google - Brasil",14,"",""
"4897","Clinical Evaluation & Disease | Zika virus | CDC","Google - Italy",13,"",""
"4898","Clinical Evaluation & Disease | Zika virus | CDC","Google - Mexico",12,"",""
"4899","Clinical Evaluation & Disease | Zika virus | CDC","Google - Taiwan",10,"",""
"4900","Clinical Evaluation & Disease | Zika virus | CDC","Google - Australia",10,"",""
"4901","Clinical Evaluation & Disease | Zika virus | CDC","Google Search App",9,"",""
"4902","Clinical Evaluation & Disease | Zika virus | CDC","Google - France",8,"",""
"4903","Clinical Evaluation & Disease | Zika virus | CDC","Google - Puerto Rico",7,"",""
"4904","Clinical Evaluation & Disease | Zika virus | CDC","Google - Singapore",7,"",""
"4905","Clinical Evaluation & Disease | Zika virus | CDC","Google - Poland",7,"",""
"4906","Clinical Evaluation & Disease | Zika virus | CDC","Google - Ireland",7,"",""
"4907","Clinical Evaluation & Disease | Zika virus | CDC","Google - Belgium",7,"",""
"4908","Clinical Evaluation & Disease | Zika virus | CDC","Google - Saudi Arabia",6,"",""
"4909","Clinical Evaluation & Disease | Zika virus | CDC","Google - Nigeria",6,"",""
